name,degree,city,district,address,location,phone,price,description,hid
米兰时尚酒店(深圳北站店),经济型,深圳市,宝安区,广东省深圳市宝安区米兰时尚酒店,"113.888113,22.579321",电话0755-82326888 传真0755-82332202  纠错,¥231,"米兰时尚酒店（深圳北站店）位于龙华新区民治街道民心街，毗邻深圳北站及红山站，交通四通八达，方便快捷地理位置十分优越。酒店现时拥有时尚舒适客房、茶餐厅、茶艺馆等项目。
　　
　　米兰时尚酒店（深圳北站店）体现国际时尚元素，设计理念来自于米兰的人文文化，这个集经典、时尚于一身有着悠久历史的神密之都。客房配有按摩花洒、独立冷暖空调、甜梦之床、健康枕、宽带、无线WI-FI、浴缸，另有舒适的家私、多彩墙面与暧色系窗帘连为一体，迎合了简单时尚元素，因此设计师在家具软装上花足了心思，炫彩的布艺沙发与地毯依旧迎合整体空间的舒适和清爽，雪白的床单使整个房间变得更加干净明亮，而精美的手工壁画则是必不可少的装饰品，它偶尔翩翩起舞俄罗多姿，偶尔静如止水若有所思，配合多种色彩打造出一个时尚温馨的家。",956
深圳锦航酒店,舒适型,深圳市,龙岗区,广东省深圳市龙岗区锦航酒店,"114.154283,22.606257",电话0755-89898888  纠错,¥256,"深圳锦航酒店位于素有“文化产业示范单位”之称的深圳市沙湾关口布沙路中段，享受着繁华都市的喧嚣和便捷。酒店距深圳宝安机场仅需30分钟；机荷高速、水官高速起步即到，出行十分便捷。
　　深圳锦航酒店由广东锦航有限公司独资开发和经营，以其独具特色的绿色商务型定位，崇尚绿色环保理念，应用回归自然、返璞归真的装饰风格，室内环境优雅温馨，设计风格新颖时尚、别具一格；为您创造舒适典雅的入住环境和专业服务。",957
深圳山海原著度假民宿,经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话15626541803  纠错,¥789,"深圳山海原著度假民宿位于海滨南路。
　　民宿因其客房临海而建，建筑色彩丰富而被誉为“深圳的布达佩斯”，也是网红必打卡圣地，因其卓越服务和天赋美景享誉当地。房间的色彩均设大面积落地窗，大限度的将阳光引入室内，轻薄的窗纱和淡紫色的窗帘既保证了私密性有能满足你对海景房的幻想。民宿除海景房外，均无阳台。
　　民宿选用高支棉床品和高品质洗护用品，愿每一位入住的客人伴随近在咫尺的海浪声，收获一夜好眠。民宿附有投影仪，麻将、游戏机、滑梯、波波池、烧烤、跳床。
　　如需商业拍摄，请咨询清楚如商拍(例如拍产品，衣服等)需要另外收费，价格请提前咨询店主。",958
维港酒店(深圳翻身地铁站店),舒适型,深圳市,南山区,广东省深圳市南山区维港酒店,"113.923333,22.522038",电话0755-29066666  纠错,¥211,"维港酒店(深圳翻身地铁站店)是一家集娱乐、餐饮、客房一体的商务型酒店，地处繁华都市，设施齐备，装修豪华，管理完善。酒店座落于深圳市一个滨海商务中心区——宝安中心城、宝安大道及107国道旁，方便去往深圳国际机场、深港经蛇口跨海大桥，交通与地理位置优越。
　　酒店修突破传统，以轻快、简洁的浅色线条为主，无限延伸您愉悦的心情。我们精心为您准备了空调、卫星电视、商务宽带等星级酒店服务设施，为您的商务之旅带来全方位的健康呵护。",959
深圳东部华侨城黑森林酒店,高档型,深圳市,盐田区,广东省深圳市盐田区黑森林酒店,"114.279917,22.629382",电话0755-22172088  纠错,¥695,"在深圳东部山海的环抱内，以德国黑森林为灵感源泉的黑森林酒店隐匿其中，每到整点，原产自德国的酒店楼顶大型咕咕钟就会敲响，奏响点亮梦境的乐曲，孩子无邪的笑声充溢着梦中世界。
　　黑森林酒店用色轻松明快，丰富多彩，设计者不仅在酒店外观结构上融入了德国黑森林建筑的特色，更将这些元素完美地体现在酒店细节当中，打造出一个现代版“爱丽丝梦游仙境”。321间设备完善的客房，致力为客人，尤其是孩子们，打造一个充满奇趣的度假体验。
　　全日餐厅“花谷咖啡厅”位处酒店大门入口处，窗外是那一汪碧波粼粼的游泳池，您可闲坐于咖啡厅内，静享一杯清凉饮品，怡然自得。
　　东部华侨城国际宴会厅秉承欧洲古典唯美的设计理念，由阿尔卑斯1、2、3三个宴会厅组成的独栋宴会厅，层高11米，面积达1800平方米，接待区域近800平方米，可同时举办超过2000人的企业会议、千人主题宴会及酒会，更有360度特效智能灯光系统将光与影巧妙组合，变幻出多样化的氛围及就餐环境，新意独具、惊喜连连！",960
提子酒店(深圳南新路店)(原君恺酒店),舒适型,深圳市,南山区,广东省深圳市南山区提子酒店,"113.919050,22.530058",电话0755-88821588  纠错,¥161,"提子酒店（深圳南新路店）（原君恺酒店）地处前海商业中心区，为南山商业圈核心部位，毗邻南山区政府、深圳高新技术产业园区、蛇口港务区、前海物流区、南山商业文化中心、火车西站、大新地铁站D出口等，位置极佳。
　　
　　与著名的世界之窗、华侨城、锦绣中华、欢乐谷、科技园区、深圳湾口岸、蛇口港码头、广深高速公路、深港西部通道、滨海大道、火车西站、深圳大学、南山医院等相距均在15分钟车程范围内，交通便利。
　　
　　周围家乐福、人人乐、华润万家、天虹百货、南山市场、迪拜量贩KTV等购物和娱乐场所环绕，出行购物及美食极为方便。
　　
　　酒店内有多种类型的舒适客房，同时提供无线光纤上网、24小时客房管家等服务，环境优雅舒适，是到鹏城商务、旅游、会议、休闲下榻的上选。",961
深圳大城小栈,经济型,深圳市,宝安区,广东省深圳市宝安区大城小栈,"113.893180,22.565244",电话0755-85020002  纠错,¥122,"深圳大城小栈地处翻身站自由路45区、裕安市场综合楼二楼，靠近裕安一路。
　　
　　小栈装潢精美，布置温馨，空间十分宽敞，有干净的洗浴间、24小时热水、液晶电视、空调等现代设施，就像家一样温馨。",962
龙联尚品酒店(深圳爱联地铁站店),经济型,深圳市,龙岗区,广东省深圳市龙岗区龙联尚品酒店,"114.239967,22.692951",电话0755-28999399 传真0755-28990801  纠错,¥165,龙联尚品酒店(深圳爱联地铁站店)致力于为顾客提供良好的睡眠之家，龙联的快乐服务无时无刻不贯穿于企业文化中。与传统酒店略显刻板的规范服务截然不同，龙联倡导员工实践“用心创造感动”的快乐服务，用发自内心的快乐去服务酒店客户。龙联相信，快乐的情绪是可以相互传递和感染的：有舒畅快乐的工作氛围，才有快乐服务的员工；有快乐服务的员工，才有愉快满意的酒店顾客；有愉快满意的酒店顾客，才有企业的长远发展,963
铂尔顿酒店(深圳松岗燕川店),舒适型,深圳市,宝安区,广东省深圳市宝安区深圳松岗燕川店,"113.870529,22.811721",电话0755-27088999 传真0755-27088998  纠错,¥305,"铂尔顿酒店（深圳松岗燕川店）位于全国琥珀交易中心——松岗燕川核心商圈区，距南光高速松岗出口约1公里车程，距宝安国际机场及市中心区约30分钟车程。
　　酒店是深圳意居国际酒店管理有限公司旗下轻奢精品酒店品牌，按现代简约时尚设计，配有多种房型客房，更有100寸高清3D影视房、风情海洋风主题房、浪漫薰衣草主题房及休闲棋牌房等房型共百余间，所有客房布置完善细致，设施设备高档，风格典雅温馨，环境舒适自由，均设有中央空调、私人保险箱、多媒体宽带网络、迷你吧、吹风机、独立淋浴间和浴缸、书桌、浴袍、免费品牌矿泉水、高清网络电视、100兆无线WIFI等设施，让您瞬间忘记旅途的疲倦。
　　酒店另设有餐厅、休闲会所等康体娱乐项目，使您在舟车劳顿及工作闲暇之余，充分享受无微不至的呵护。",964
尚品铂家酒店(深圳观澜山水田园店),经济型,深圳市,龙华区,广东省深圳市龙华区观澜山,"114.003681,22.755407",电话0755-29011128  纠错,¥165,"尚品铂家酒店(深圳观澜山水田园店)位于深圳市龙华新区观澜观平路，毗邻梅观高速、机荷高速，距罗湖商业中心、世界之窗等仅30分钟车程，交通方便，生活配套成熟，为深圳观澜商务人士及中外各大型企业高级管理阶层的主要活动区和住居场所。
　　
　　尚品铂家酒店(深圳观澜山水田园店)有精品客房，营业面积5000平方米，尚品铂家酒店的客房不同的房间有不同的风格，给你不一样的惊喜！美好的明天从今晚入住尚品铂家酒店(深圳观澜山水田园店)开始！",965
格林豪泰贝壳酒店(深圳横岗文体广场贤乐路店),经济型,深圳市,龙岗区,广东省深圳市龙岗区贝壳酒店,"114.256249,22.721669",电话0755-85218889  纠错,¥109,性价比高，住宿环境、通风采光较好。,966
深圳宝源商务酒店,经济型,深圳市,宝安区,广东省深圳市宝安区宝源商务酒店,"113.862433,22.569341",电话0755-27913333  纠错,¥201,"深圳宝源商务酒店位于宝安区西乡大道宝源路，周围环绕F518时尚创意园、雅盛百货、碧海湾俱乐部、星光大道KTV等地。
　　深圳宝源商务酒店是一家集餐饮、住宿、商务为一体的星级酒店，于2012年10份全面重新升级装修后隆重开业。酒店主楼高7层，附楼5层，客房总数近百间。
　　客房设计时尚、典雅，环境舒适，设施齐全；更有人性化的个性服务，是宾客出行的便捷入住地。",967
七橙酒店(深圳东站布吉店)(原顺风宾馆),经济型,深圳市,宝安区,广东省深圳市宝安区顺风宾馆,"113.860061,22.600947",电话0755-88899203  纠错,¥101,本宾馆全新装修，交通便利，欢迎新老顾客前来入住。,968
TOWO上品酒店（深圳松岗地铁站店）,舒适型,深圳市,宝安区,广东省深圳市宝安区深圳松岗地铁站店,"113.831326,22.772767",电话+86-755-33181222  纠错,¥145,TOWO上品酒店（松岗地铁站店）属于途窝酒店旗下品牌酒店。途窝集团专注于旅游酒店的连锁经营，现有品牌：途窝、五悦、迹墨和稀园、coloroom等，TOWO途窝 ，为自在旅途而设计！ TOWO上品酒店（松岗地铁站店）位于深圳市宝安区松明大道与松瑞路交汇处，地铁站（或公交站）步行5分钟即到，周边有购物广场（或美食街、商业街），是商务、旅游、购物的理想住所；客房风格，宽带上网，豪华淋浴设备，24小时恒温能热水，给你提供舒适、高质量的睡眠。 以热忱的服务迎接每一位客人,969
深圳梦源宾馆,经济型,深圳市,龙华区,广东省深圳市龙华区梦源宾馆,"114.038058,22.612323",电话0755-23931188  纠错,¥112,"坐落于深圳北站的深圳梦源宾馆，会让您在深圳拥有别样的体验，开展一段难忘的旅行。从酒店到深圳宝安国际机场30km远，到深圳北站2km远，均很便捷。除此之外，至民治地铁站只需步行前往。倘若在您入住酒店期间有闲暇时间，可以去周边的梅林公园游览。
优美的环境，再搭配上细致周到的服务，酒店的休闲区定能满足您的品质需求。",970
深圳奥登国际酒店,舒适型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话0755-23252888-3666 传真0755-23252111  纠错,¥352,"酒店位于深圳市大鹏新区大鹏半岛风光旖旎山海之间——大鹏新区大鹏街道葵南路，地处于著名的玫瑰小镇旁。
　　这是一家占地面积36000㎡，楼高7层，平均房间面积45㎡以上的休闲度假国际酒店，酒店采用低碳、环保、绿色的设计理念，房间装饰材料全部采用高档原木家具，共有各式客房两百余间，房内配设齐全。
　　酒店配备中西餐厅、棋牌室、桌球、乒乓球室、茶艺馆、KTV；方正中空无柱的多功能大小会议3个，其中有450㎡，可容纳500人；是您招待贵宾、宾朋聚会、居家旅行、商务会议、共度蜜月的上选之地。",971
广场四季酒店(深圳公明天虹店),舒适型,深圳市,宝安区,广东省深圳市宝安区四季酒店,"113.895322,22.778688",电话0755-27732333  纠错,¥221,广场四季酒店(深圳公明天虹店)致力于打造公明地区一家精品商务酒店（圣堤湾酒店旗下分店），酒店座落光明新区金辉路位于商业中心地块，毗邻公明广场，酒店距离天虹商场、百佳华商场、公明汽车站、红花山公园、体育公园、图书馆仅2分钟车程，地理位置优越，交通便捷，四通八达。客房主要以风尚优雅，温馨舒适为主，高品质的服务、舒适的房间、美味的早餐，让您的旅程彰显品位时尚。,972
深圳赤壁精品酒店景田地铁站店,经济型,深圳市,福田区,广东省深圳市福田区景田地铁站店,"114.053417,22.564500",电话0755-28880027  纠错,¥180,赤壁精品酒店位于万托家园中发源餐厅三楼，位于深圳市新的行政、文化、商业中心，距高交会馆仅咫尺之遥，毗邻皇岗口岸、华侨城景区，离深圳机场、罗湖口岸、蛇口码头也只需约二十分钟车程。高端大气的装修风格，搭配精品酒店的设计，秉承专业、精致的服务，为每一位前来入住的顾客留下美好的回忆。,973
雅好酒店(深圳福永汽车站店)(原维圣龙庭酒店),经济型,深圳市,宝安区,广东省深圳市宝安区维圣龙庭酒店,"113.824462,22.668922",电话0755-82525111  纠错,¥201,雅好酒店(深圳福永汽车站店)地理位置优越，房间精美整洁，服务周到，交通便利。,974
7天优品酒店(深圳石岩中心店),经济型,深圳市,宝安区,广东省深圳市宝安区七天优品酒店,"113.928021,22.674297",电话0755-27720986  纠错,¥147,"7天优品酒店（深圳石岩中心店）位于石岩街道青年路浪心工业区B1栋；周边购物有宏发大世界、岁宝百货、国惠康超市。
　　交通有石岩计生中心（公交枢纽站）、M217直达深圳北站、790直达机场；景点有石岩湖温泉渡假村、羊台山。
　　美食有面点王、椰子鸡、柴火鸡、潮汕砂锅粥、麦当劳、马家斑鱼庄。附近还有建设银行、农村商业银行、民生银行。
　　娱乐休闲有酒店联盟商家：爱丽丝酒吧、纯K- KTV、自由空间KTV、在水一方可同样尊享金卡服务，酒店一卡多店通用。
　　入住酒店，尊享停车位，提供咖啡、红茶、绿茶、睡前牛奶、瓶只水。这里为你提供精致的房间、热情的服务、性价比高的品牌，酒店以优质的服务期待你的光临。",975
7天连锁酒店(深圳国贸店),经济型,深圳市,罗湖区,广东省深圳市罗湖区7天连锁酒店(深圳国贸店),"114.118523,22.542719",电话0755-82202828  纠错,¥154,"7天优品酒店（深圳国贸店）位于深圳繁华市区罗湖区，在两条主商业街人民南路与深南东路的交汇处，交通极其便利。
　　
　　酒店周边有多路公交直达深圳各个地方，距地铁口仅100米，火车站、罗湖关口更是近在咫尺，完全可以解决你出游香港住宿贵的困扰。
　　
　　这里周围购物美食云集，左接东门步行街，右邻金光华、万象城，更有九龙城饰品广场、白马服装批发市场等主题购物中心，满足不同购物需求的你。如你想要品尝特色美食，那也不用担心，满记甜品、港式茶餐厅就在马路对面，楼下更有真功夫、面点王、湘院子、荔湾肠粉等各地美食。
　　
　　酒店如今就有钱柜KTV、乐巢酒吧、专业足疗、按摩等休闲娱乐设施。如果你有个头疼脑热、水土不服，不用担心，距酒店200米便是罗湖医院东门门诊部，方便又快捷。不论你是出差旅行、购物探亲、度假休闲，这里都是你的良选。
　　
　　该酒店正在按照7天优品标准升级设施中，愿给客人带来更加舒适的入住体验。",976
深圳瑞美酒店,经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话0755-29938808  纠错,¥134,"深圳瑞美酒店位于深圳市宝安区沙井街道北环路156号，地处中心路段，交通便利，离深圳地铁站沙井站仅数分钟车程。
　　深圳瑞美酒店以现代北欧风格为主题，主楼高5层，客房总数57间。酒店房间高速光纤无线网络，24小时热水，空调，高清电视等各类设施。
　　深圳瑞美酒店是商业洽谈、度假休闲的至佳选择，是会晤及商旅人士出行的选择理想酒店，让旅行、商务、生活一步到位，享受从容，深圳瑞美酒店期待您的到来。",977
深圳大利来酒店观澜店,经济型,深圳市,龙岗区,广东省深圳市龙岗区大利来酒店,"114.073996,22.623392",电话0755-28089922  纠错,¥177,大利来酒店是一家集餐饮、住宿、休闲、棋牌为一体的经济型商务酒店。酒店装修时尚高雅，设施齐全，环境舒适。拥有96间优雅舒适的商务客房，酒店同时提供了休闲桑拿足浴服务。酒店还配有豪华餐饮包厢、服务配套与娱乐设施一应俱全。酒店以“宾客至上，服务至上”为经营宗旨，采用了科学的经营机制和管理方法，不断追求卓越，得到了周边顾客的认可。无论商务、宴会、休闲、娱乐，都是您的理想之选。,978
深圳爱乐精品酒店,经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话+86-755-82324655 传真0755-82221125  纠错,¥154,"坐落于罗湖口岸/火车站的深圳爱乐精品酒店，会让您在深圳拥有别样的体验，开展一段难忘的旅行。从酒店到深圳宝安国际机场38km远，到深圳福田高铁站8km远，均很便捷。除此之外，至国贸地铁站只需步行前往。包括东门老街和罗湖口岸都在酒店周边，对于入住旅客想在该地区畅游会很方便。
优美的环境，再搭配上细致周到的服务，酒店的休闲区定能满足您的品质需求。",979
深圳快8连锁酒店(沙井中心客运站店),经济型,深圳市,宝安区,广东省深圳市宝安区快8连锁酒店,"113.800039,22.719391",电话0755-81778688  纠错,¥126,深圳快8连锁酒店(沙井中心客运站店)该店客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,980
深圳较场尾怡舍精品酒店,舒适型,深圳市,龙岗区,广东省深圳市龙岗区怡舍精品酒店,"114.509855,22.587041",电话18824606017  纠错,¥924,怡舍精品酒店位于风景优美的深圳东部较场尾，在这里你将拥有诗人般的灵感，摄影家的独特视角，盒爱人诠释山海之间的美景与浪漫，和朋友体验聚会的度假天堂，带给自己独特的私密空间。“面朝大海，春暖花开”几乎是所有人的梦想，怡舍有着一个独享其乐的大院子，视觉开阔的天台，180度探望大海，让你在蓝天、白云、海浪中惬意的发着呆。内管温馨舒适，内部设施设备按星级酒店标准进行配备，是集健康、安全、舒适于一体的一线海景精品酒店。随夕阳感染天际，伴海浪声呢喃入睡。距离海边不到10米，座临其中，临海听风，听晓月石涛，赏边域斜阳，感受大自然的爱抚与祝福。,981
深圳帝斯优品酒店(原龙都宾馆龙东店),经济型,深圳市,龙岗区,广东省深圳市龙岗区龙都宾馆,"114.296576,22.724324",电话0755-28914769  纠错,¥163,宾馆干净卫生，价格实惠，交通便利，是您出行的理想选择,982
锐思特·逸致酒店(深圳东站布吉店),舒适型,深圳市,龙岗区,广东省深圳市龙岗区布吉店,"114.115296,22.597535",电话+86-13048814811 传真0755-28889008  纠错,¥136,"锐思特·逸致酒店(深圳东站布吉店)位于龙岗区布吉镇金利路，凯旋TRC旁，布吉第二人民医院斜对面，近地铁3号线长龙站、地铁5号线布吉站。距罗湖市区、罗湖口岸、会展中心车程约30分钟；附近有石芽岭、求水山等公园，前往深圳宝安机场、世界之窗、大梅沙、小梅沙等景点，交通便捷。
　　酒店作为逸柏酒店旗下中端舒适商旅酒店品牌，崇尚个性与美学的交融，商务与休憩的结合。酒店拥有各类客房80余间，房内配有高速宽带上网、24小时热水等设施。酒店是您商业洽谈、休闲度假的上佳选择。",983
麗枫酒店(深圳沙井国际会展中心店),高档型,深圳市,宝安区,广东省深圳市宝安区丽枫酒店,"113.840200,22.613887",电话0755-29886808  纠错,¥271,"麗枫酒店(深圳沙井国际会展中心店)位于宝安区沙井空港城，地理位置得天独厚便利（公交车站约20米），背靠深圳新国际会展中心（在建）、海上田园和众多工业园区，酒店楼下有超市、和一好万年购物广场、川、粤菜、湘菜等特色餐饮；酒店旁边有邮政银行、建设银行、中国工商银行。酒店毗邻海上田园10分钟车程可到达景区，大王山公园车程约12分钟可到达。酒店对面即和一好万年公交站，让您随心玩转购物、娱乐生活，尽情放松自己，享尽生活。
　　麗枫酒店是铂涛集团倾力打造的以天然薰衣草香薰为特色的中高端型酒店，致力为客人营造一个贴心舒适，亲近自然的商旅住宿空间。
　　2018年12月，铂涛集团加入【阳光诚信联盟】，作为铂涛集团旗下的中端连锁品牌，麗枫与您阳光同行，诚信经营",984
深圳麦原城市酒店,经济型,深圳市,龙华区,广东省深圳市龙华区麦原城市酒店,"113.996224,22.674968",电话0755-23765577  纠错,¥164,深圳麦原城市酒店位于大浪街道同胜社区华旺路，与中国银行毗邻。交通方便，附近就是公交车站，周边很多美食和小吃，是您下榻入住的好地方，我们房间温馨，最近全新装修，价格实惠，性价比高，由衷欢迎大家的到来！,985
深圳广信酒店,经济型,深圳市,龙华区,广东省深圳市龙华区广信酒店,"114.001239,22.667733",电话0755-82113818 传真0755-82113818-2001  纠错,¥263,"酒店坐拥深圳市罗湖区繁华的商业区，附近有三个地铁口，并有贯穿罗湖的数辆公交车途经停靠，交通极为便捷。附近金光华广场是购物的好地方，国贸旋转餐厅更是值得一去，还有繁华的东门商业圈可步行抵达，距离人民公园、罗湖口岸等地也不远，这个地段和视野俱佳、打包了城市之美的地方，吸引了来自全世界的游客。
　　酒店拥有包括商务房、标准房等多种房型在内的各类客房，风格时尚简约，环境干净整洁。宽敞的空间与观景大窗是这儿的一大特色，入住于此便能饱览城市繁华的高楼林立和璀璨夜景，透过窗与美景相拥而眠，将是非同一般的体验！
　　美好的时光里，酒店欢迎您的到来。",986
深圳悦丰酒店,经济型,深圳市,宝安区,广东省深圳市宝安区悦丰酒店,"113.868302,22.582341",电话0755-86655833  纠错,¥249,深圳悦丰酒店位于深圳市宝安西乡大道与工业路交汇处，地段繁华，生活、购物为一体！交通样样方便！酒店装修豪华典雅、融中欧式古典风格和现代设计风格为一体，别俱一格。,987
尚云天酒店(深圳坂田地铁站),经济型,深圳市,龙岗区,广东省深圳市龙岗区尚云天酒店,"114.065413,22.635872",电话0755-89329999  纠错,¥213,尚云天酒店(深圳坂田地铁站)位于深圳市龙岗区坂田商业中心的黄金地带，地理位置优越，交通便利。酒店设计装修独具匠心，极富现代魅力；周边配套设施完善，充分满足商旅和娱乐休闲人士之需求！,988
深圳朗豪酒店,经济型,深圳市,龙岗区,广东省深圳市龙岗区朗豪酒店,"114.124546,22.648170",电话0755-89966777  纠错,¥285,"坐落在布吉/深圳东站，深圳朗豪酒店在深圳占尽地理之宜。酒店地处便捷区域，距离深圳宝安国际机场仅40km，距离深圳北站仅14km。对于入住酒店的旅客来说，闲暇时间去附近的甘坑客家小镇和大芬油画村游玩是一个不错的选择。
旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。",989
深圳布沙宾馆,经济型,深圳市,龙岗区,广东省深圳市龙岗区布沙宾馆,"114.154168,22.605682",电话0755-28742333-0  纠错,¥139,"深圳布沙宾馆位于龙岗区布沙路，临近樟树布公园、客家民俗园等。
　　
　　深圳布沙宾馆客房舒适干净，硬件设施齐备，提供周到的服务。",990
深圳大万精品酒店,经济型,深圳市,坪山区,广东省深圳市坪山区大万精品酒店,"114.341616,22.680613",电话0755-89381131 传真0755-89381131  纠错,¥179,"2016-11-01开业，相信深圳大万精品酒店周到的服务和一流的设施，会让您在深圳开展一段难忘的旅行。酒店距离深圳宝安国际机场有64km，距离深圳北站有37km。著名的景点坪山新区大万世居和东江纵队纪念馆均在酒店附近，您可根据时间提前做好行程安排。
酒店休闲区提供了各类设施，您可以在这里舒缓身心压力。",991
深圳迎翔商务酒店,经济型,深圳市,宝安区,广东省深圳市宝安区迎翔商务酒店,"113.864792,22.583550",电话0755-23729596  纠错,¥161,"酒店坐落在深圳宝安区区共和路上，近希望之星幼儿园，对面就是西乡客运站。出门直走左转便是地铁站西乡站，右转是客运站和机场。附近公交路线四通八达，环境舒适。毗邻安宝公园、碧海湾高尔夫俱乐部、西海堤、西乡公园等多个风景区，周边众多特色餐厅和大众美食环绕，吃喝玩乐一应俱全。
　　酒店设有精品房、豪华套房、豪华双人房等多个房型，房内布局合理，宽敞明亮，配设齐全，有标准的席梦思床具及配套家具，提供24小时热水淋浴，空调，电视，电话等。营造出了典雅舒适、便捷亲切的居住空间。
　　品质旅居，我们给你，酒店欢迎您的到来。",992
快8连锁酒店(深圳松岗店),经济型,深圳市,宝安区,广东省深圳市宝安区深圳松岗店,"113.848178,22.768982",电话0755-29932828  纠错,¥136,"快8连锁酒店（深圳松岗店）地处松明大道与松瑞路交叉口西侧，邻近松岗汽车站和好千佳阳光购物广场，附近有大型商场，天虹商场、佳华商场等购物场所，周边设施配套完善。
　　快8连锁酒店（深圳松岗店）客房装修简约现代，房内基本设施完善，热水、电视、宽带上网等设施一应俱全，住宿环境舒适温馨，服务周到，是您商务出行的理想下榻之所。",993
八号精品酒店(深圳东门湖贝地铁站店),舒适型,深圳市,罗湖区,广东省深圳市罗湖区风格精品酒店,"114.110000,22.553900",电话0755-82255450 传真0755-82255470  纠错,¥145,"八号精品酒店(深圳东门湖贝地铁站店)位于深圳市最繁华的商业和金融中心区，地处主干道深南东路与东门路交汇路口的2号地铁线湖贝站出口处（广深宾馆公交站旁），紧邻繁华的东门商圈、国贸商城、华润万象城等地。酒店周边银行、医院、餐饮、娱乐场所聚集，地段繁华。
　　八号精品酒店(深圳东门湖贝地铁站店)属于精品商务型酒店风格，装修风格精致环保，为您营造环保舒适的住宿环境。酒店拥有精心设计的各类精品商务客房，价格实惠，房间简约时尚，房内设施配备齐全，是您商务办公、旅游住宿的尚佳选择。
　　酒店还设有商务中心，可提供预订机票、火车票、旅游签证、商务接送、租车等一系列配套服务，给您增添便利。",994
深圳名雅轩快捷酒店式公寓,经济型,深圳市,罗湖区,广东省深圳市罗湖区式公寓,"114.113285,22.538079",电话0755-85250058  纠错,¥186,客房整洁，宽敞明亮，环境卫生，性价比较高。,995
森美国际酒店公寓(深圳滨河时代店),经济型,深圳市,福田区,广东省深圳市福田区森美国际酒店公寓,"114.026562,22.528560",电话13823108458  纠错,¥465,森美国际酒店公寓（深圳滨河时代店）位于福田区滨河大道与东涌路交汇处，邻近黄思铭公世祠、下沙文化广场，去地铁站十分便捷。客房的布置温馨舒适，让你像住在家里一样自在。这里有餐厅，闲暇时，还可以去棋牌室放松身心。,996
深圳富之源商务酒店龙岗店,经济型,深圳市,龙岗区,广东省深圳市龙岗区富之源商务酒店龙岗店,"114.247365,22.725879",电话0755-89562631  纠错,¥131,"坐落在龙岗中心区/大运新城，深圳富之源商务酒店龙岗店在深圳占尽地理之宜。酒店位于离深圳宝安国际机场大约54km，离深圳北站大约30km的地方。只需步行至龙城广场地铁站，可以很便捷的到达城市的各个角落。对于入住酒店的旅客来说，闲暇时间去附近的鹤湖新居和龙园游玩是一个不错的选择。
旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。",997
嘉禧酒店(深圳海滨店)(原森梦酒店),经济型,深圳市,宝安区,广东省深圳市宝安区森梦酒店,"113.845740,22.588190",电话0755-29597778  纠错,¥206,西乡街道固戍海滨新村5区7巷,998
玛可酒店(深圳京基100地王大厦店)(原玛可商务酒店),经济型,深圳市,罗湖区,广东省深圳市罗湖区玛可酒店,"114.109801,22.548983",电话0755-25568777  纠错,¥173,玛可酒店(深圳京基100地王大厦店)地处深圳市金融中心区，紧靠华强北和东门两大商业圈，毗邻深圳新标志性建筑京基100大厦、华润万象城购物广场、地王大厦、深圳书城、荔枝公园，位置优越，交通便利。是您商务旅行、会务接待及旅游观光的理想选择。,999
汉庭酒店(深圳宝安松岗地铁站店),经济型,深圳市,宝安区,广东省深圳市宝安区汉庭快捷酒店,"113.833397,22.768900",电话0755-33082266  纠错,¥156,"汉庭酒店(深圳宝安松岗地铁站店)位于松岗街道松河北路，距离机场快线11号线”松岗站“D出口约500m，通过地铁与机场无缝连接，搭乘地铁约20分钟即可到达酒店，毗邻广深公路107国道，宝安大道，酒店地理位置优越。
　　酒店大堂按照全季3.0版本全新升级，为您提供别具一格的体验及用餐环境，客房采用汉庭2.0版本设计，客房配套设施齐全，装修风格时尚简约，拥有百余间温馨舒适的客房，房间内提供优质的床上用品、免费的无限上网，24小时恒温热水系统。
　　酒店内提供免费停车，自助早餐，自助洗衣房，酒店将以热情优质的服务期待您的光临，让您感受来自汉庭酒店的独具匠心和独特魅力。",1000
圣达酒店（深圳坂田地铁站店）,经济型,深圳市,龙岗区,广东省深圳市龙岗区圣达酒店,"114.070793,22.630531",电话0755-28891600  纠错,¥218,"位于深圳，2017-12-01装修的圣达酒店（深圳坂田地铁站店），将是您旅途中的选择。酒店距离深圳宝安国际机场仅35km，距离深圳北站仅6km，交通都很便捷。周边交通是很便捷的，步行即可到达坂田地铁站。附近有很多景点，包括文博宫和甘坑客家小镇均可供您游览参观。
　　酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。",1001
